Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição
19069,MACHADINHO,469.44,285.33,393,0,393,290.75,27.12,,14/11/2003
19069,MACHADINHO,469.39,309.54,348,0,348,323.64,26.81,,15/11/2003
19069,MACHADINHO,469.35,364.24,395,0,395,475.15,26.39,,16/11/2003
19069,MACHADINHO,470.2,1101.91,443,0,443,757.2,31.95,,17/11/2003
19069,MACHADINHO,470.46,918.67,712,0,712,866.88,33.64,,18/11/2003
19069,MACHADINHO,470.68,803.87,629,0,629,791.1,35.07,,19/11/2003
19069,MACHADINHO,470.72,672.79,641,0,641,693.05,35.33,,20/11/2003
19069,MACHADINHO,470.63,573.47,645,0,645,586.16,34.75,,21/11/2003
19069,MACHADINHO,470.39,436.22,627,0,627,479.76,33.18,,22/11/2003
19069,MACHADINHO,470.4,377.95,370,0,370,411.11,33.25,,23/11/2003
19069,MACHADINHO,470.04,375.84,662,0,662,375.25,30.91,,24/11/2003
19069,MACHADINHO,469.73,412.53,652,0,652,385.73,28.95,,25/11/2003
19069,MACHADINHO,469.57,427.94,551,0,551,460.68,27.94,,26/11/2003
19069,MACHADINHO,469.36,415.47,577,0,577,457.23,26.62,,27/11/2003
19069,MACHADINHO,469.23,406.01,506,0,506,439.85,25.8,,28/11/2003
19069,MACHADINHO,469.17,404.85,451,0,451,458.07,25.42,,29/11/2003
19069,MACHADINHO,469.18,335.7,328,0,328,406.72,25.6,,30/11/2003
19069,MACHADINHO,469.1,295.46,357,0,357,328.53,24.98,,01/12/2003
19069,MACHADINHO,469,293.09,370,0,370,292.97,24.35,,02/12/2003
19069,MACHADINHO,468.88,241.71,334,0,334,273.34,23.6,,03/12/2003
19069,MACHADINHO,468.87,326.3,334,0,334,300.17,23.53,,04/12/2003
19069,MACHADINHO,469.1,512.9,336,0,336,400.29,24.98,,05/12/2003
19069,MACHADINHO,469.57,691.5,330,0,330,504.92,27.94,,06/12/2003
19069,MACHADINHO,469.84,531.66,324,0,324,506.67,30.13,,07/12/2003
19069,MACHADINHO,469.99,447.37,332,0,332,501.5,31.08,,08/12/2003
19069,MACHADINHO,470.74,939.9,344,0,344,674.49,35.46,,09/12/2003
19069,MACHADINHO,471.45,898.36,334,0,334,934.28,40.08,,10/12/2003
19069,MACHADINHO,471.81,704.15,418,0,418,981.84,42.42,,11/12/2003
19069,MACHADINHO,473.8,2190.17,561,0,561,1504.03,55.75,,12/12/2003
19069,MACHADINHO,475.52,2247.42,795,0,795,2117.06,67.64,,13/12/2003
19069,MACHADINHO,476.35,1545.63,833,0,833,2073.66,73.47,,14/12/2003
19069,MACHADINHO,477.27,1573.89,770,0,770,1786.54,81.68,,15/12/2003
19069,MACHADINHO,479.13,2712.99,1058,75,983,2280.62,93.59,,16/12/2003
19069,MACHADINHO,479.93,3350.08,2630,1410,1220,2916.32,99.48,,17/12/2003
19069,MACHADINHO,479.91,2200,2218,1004,1214,2781.44,99.34,,18/12/2003
19069,MACHADINHO,479.7,1616.97,1806,585,1221,1995.45,97.79,,19/12/2003
19069,MACHADINHO,479.6,1369.99,1460,268,1192,1604.31,97.05,,20/12/2003
19069,MACHADINHO,479.85,2222.03,1997,776,1221,1872.25,97.29,,21/12/2003
19069,MACHADINHO,479.73,2514.98,2623,1376,1247,2343.14,98.01,,22/12/2003
19069,MACHADINHO,479.81,1953.01,1881,711,1170,2295.11,98.6,,23/12/2003
19069,MACHADINHO,479.85,1466.01,1430,220,1210,1730.02,98.9,,24/12/2003
19069,MACHADINHO,479.95,1186.01,1096,102,994,1337.65,99.63,,25/12/2003
19069,MACHADINHO,479.71,996.97,1213,38,1175,1108.56,97.86,,26/12/2003
19069,MACHADINHO,479.4,885.97,1165,0,1165,946.73,95.58,,27/12/2003
19069,MACHADINHO,479.08,794.97,1083,0,1083,835.64,93.22,,28/12/2003
19069,MACHADINHO,478.58,729.94,1180,0,1180,788.45,89.54,,29/12/2003
19069,MACHADINHO,478.19,811.96,1163,0,1163,1015.64,86.67,,30/12/2003
19069,MACHADINHO,479.04,2331.09,1566,354,1212,1593.74,92.93,,31/12/2003
19069,MACHADINHO,479.41,2071.03,1738,635,1103,1915.78,95.65,,01/01/2004
19069,MACHADINHO,479.52,1411.02,1312,169,1143,1715.13,96.46,,02/01/2004
19069,MACHADINHO,479.49,1021,1048,0,1048,1240.14,96.24,,03/01/2004
19069,MACHADINHO,479.31,819.97,982,0,982,908.05,94.92,,04/01/2004
19069,MACHADINHO,478.81,680.95,1131,0,1131,734.66,91.23,,05/01/2004
19069,MACHADINHO,478.31,605.94,1056,0,1056,635.66,87.55,,06/01/2004
19069,MACHADINHO,477.81,599.95,1045,0,1045,597.54,83.91,,07/01/2004
19069,MACHADINHO,477.5,637.12,908,0,908,605.59,81.69,,08/01/2004
19069,MACHADINHO,477.22,618.34,863,0,863,599.55,79.69,,09/01/2004
19069,MACHADINHO,477.09,490.41,604,0,604,528.92,78.76,,10/01/2004
19069,MACHADINHO,477.14,441.68,398,0,398,468.23,79.12,,11/01/2004
19069,MACHADINHO,477.1,429.06,464,0,464,437.54,78.83,,12/01/2004
19069,MACHADINHO,477.12,426.48,409,0,409,435.07,78.98,,13/01/2004
19069,MACHADINHO,477.19,494.16,433,0,433,475.97,79.48,,14/01/2004
19069,MACHADINHO,477.13,662.57,715,0,715,540.34,79.05,,15/01/2004
19069,MACHADINHO,476.79,622.92,920,0,920,557.49,76.62,,16/01/2004
19069,MACHADINHO,476.35,517.53,902,0,902,505.11,73.47,,17/01/2004
19069,MACHADINHO,475.73,417.35,952,0,952,444.09,69.09,,18/01/2004
19069,MACHADINHO,475,426.33,1045,0,1045,401.58,64.03,,19/01/2004
19069,MACHADINHO,474.8,394.5,564,0,564,373.12,62.6,,20/01/2004
19069,MACHADINHO,474.5,358.76,613,0,613,351.73,60.56,,21/01/2004
19069,MACHADINHO,474.25,385.12,597,0,597,335.98,58.83,,22/01/2004
19069,MACHADINHO,473.93,338.64,608,0,608,324.47,56.63,,23/01/2004
19069,MACHADINHO,473.53,372.53,701,0,701,326.18,53.94,,24/01/2004
19069,MACHADINHO,473.37,346.61,478,0,478,371.77,52.86,,25/01/2004
19069,MACHADINHO,473.31,637.73,687,0,687,511.87,52.46,,26/01/2004
19069,MACHADINHO,473.39,604.69,539,0,539,599.52,53,,27/01/2004
19069,MACHADINHO,473.44,423.05,382,0,382,492.44,53.33,,28/01/2004
19069,MACHADINHO,473.62,459.82,312,0,312,443.37,54.54,,29/01/2004
19069,MACHADINHO,473.92,559.35,313,0,313,499.56,56.56,,30/01/2004
19069,MACHADINHO,474.23,572.61,312,0,312,535.77,58.69,,31/01/2004
19069,MACHADINHO,474.38,461.13,334,0,334,509.65,59.73,,01/02/2004
19069,MACHADINHO,474.58,483.49,314,0,314,478.87,61.12,,02/02/2004
19069,MACHADINHO,474.38,488.51,658,0,658,488.24,59.73,,03/02/2004
19069,MACHADINHO,474.12,434.65,655,0,655,445.34,57.93,,04/02/2004
19069,MACHADINHO,473.88,437.76,638,0,638,423.85,56.29,,05/02/2004
19069,MACHADINHO,473.79,517.09,591,0,591,450.09,55.69,,06/02/2004
19069,MACHADINHO,473.68,488.68,579,0,579,453.79,54.95,,07/02/2004
19069,MACHADINHO,473.64,375.15,408,0,408,397.85,54.68,,08/02/2004
19069,MACHADINHO,473.61,318.36,343,0,343,329.64,54.48,,09/02/2004
19069,MACHADINHO,473.55,272.73,322,0,322,299.27,54.07,,10/02/2004
19069,MACHADINHO,473.5,281.95,323,0,323,283.05,53.74,,11/02/2004
19069,MACHADINHO,473.39,249.66,340,0,340,261.67,53,,12/02/2004
19069,MACHADINHO,473.27,227.46,326,0,326,243.07,52.19,,13/02/2004
19069,MACHADINHO,473.18,268.09,342,0,342,242,51.59,,14/02/2004
19069,MACHADINHO,473.05,229.25,336,0,336,254.79,50.71,,15/02/2004
19069,MACHADINHO,472.98,260.51,318,0,318,275.97,50.24,,16/02/2004
19069,MACHADINHO,472.87,235.68,326,0,326,257.29,49.5,,17/02/2004
19069,MACHADINHO,472.68,209.97,366,0,366,229.85,48.23,,18/02/2004
19069,MACHADINHO,472.54,203.03,318,0,318,212.63,47.29,,19/02/2004
19069,MACHADINHO,472.34,200.76,365,0,365,205.97,45.95,,20/02/2004
19069,MACHADINHO,472.18,194.61,326,0,326,205.53,44.87,,21/02/2004
19069,MACHADINHO,472.04,215.03,330,0,330,211.49,43.93,,22/02/2004
19069,MACHADINHO,471.82,220.07,396,0,396,214.13,42.49,,23/02/2004
19069,MACHADINHO,471.67,223.78,343,0,343,208.82,41.51,,24/02/2004
19069,MACHADINHO,471.54,221.67,325,0,325,209.94,40.66,,25/02/2004
19069,MACHADINHO,471.4,209.72,321,0,321,207.91,39.75,,26/02/2004
19069,MACHADINHO,471.26,198.72,310,0,310,199.35,38.84,,27/02/2004
19069,MACHADINHO,471.16,189.51,269,0,269,192.04,38.19,,28/02/2004
19069,MACHADINHO,471.06,187.52,267,0,267,185.23,37.54,,29/02/2004
19069,MACHADINHO,470.91,177.76,297,0,297,188.84,36.57,,01/03/2004
19069,MACHADINHO,470.86,257.25,297,0,297,192.65,36.24,,02/03/2004
19069,MACHADINHO,470.71,148.78,268,0,268,170.46,35.27,,03/03/2004
19069,MACHADINHO,470.54,133.87,269,0,269,147.31,34.16,,04/03/2004
19069,MACHADINHO,470.32,94.13,269,0,269,135.71,32.73,,05/03/2004
19069,MACHADINHO,470.13,119.97,271,0,271,137.48,31.37,,06/03/2004
19069,MACHADINHO,469.94,120.52,270,0,270,137.94,30.27,,07/03/2004
19069,MACHADINHO,469.74,117.17,271,0,271,134.89,29.01,,08/03/2004
19069,MACHADINHO,469.54,126.17,280,0,280,129.04,27.75,,09/03/2004
19069,MACHADINHO,469.33,107.48,269,0,269,129.19,26.43,,10/03/2004
19069,MACHADINHO,469.13,121.17,275,0,275,121.14,25.17,,11/03/2004
19069,MACHADINHO,468.94,126.87,273,0,273,121.6,23.98,,12/03/2004
19069,MACHADINHO,468.74,119.17,273,0,273,122.86,22.72,,13/03/2004
19069,MACHADINHO,468.55,125.87,272,0,272,130.12,21.52,,14/03/2004
19069,MACHADINHO,468.36,136.85,283,0,283,140.91,20.32,,15/03/2004
19069,MACHADINHO,468.22,167.33,275,0,275,159.4,19.44,,16/03/2004
19069,MACHADINHO,468.06,143.93,267,60,207,168.23,18.44,,17/03/2004
19069,MACHADINHO,467.9,156.46,277,0,277,161.72,17.45,,18/03/2004
19069,MACHADINHO,467.74,157.96,277,0,277,160.52,16.48,,19/03/2004
19069,MACHADINHO,467.58,157.96,277,0,277,162.72,15.5,,20/03/2004
19069,MACHADINHO,467.44,171.84,276,0,276,193.12,14.65,,21/03/2004
19069,MACHADINHO,467.41,256.67,279,0,279,232.4,14.47,,22/03/2004
19069,MACHADINHO,467.32,210.04,277,0,277,221.1,13.92,,23/03/2004
19069,MACHADINHO,467.17,165.4,277,0,277,174.76,13.01,,24/03/2004
19069,MACHADINHO,466.99,147.08,281,0,281,149.41,11.91,,25/03/2004
19069,MACHADINHO,466.79,137.2,286,0,286,134.58,10.69,,26/03/2004
19069,MACHADINHO,466.57,118.33,282,0,282,128.91,9.35,,27/03/2004
19069,MACHADINHO,466.42,170.4,282,0,282,343.96,8.44,,28/03/2004
19069,MACHADINHO,467.32,949.58,280,0,280,673.48,13.92,,29/03/2004
19069,MACHADINHO,467.88,695.63,279,0,279,690.82,17.33,,30/03/2004
19069,MACHADINHO,468.04,412.05,292,0,292,448.23,18.31,,31/03/2004
19069,MACHADINHO,468.1,322.15,276,0,276,385.13,18.69,,01/04/2004
19069,MACHADINHO,468.14,306.78,276,0,276,334.83,18.94,,02/04/2004
19069,MACHADINHO,468.16,292.38,277,0,277,312.69,19.07,,03/04/2004
19069,MACHADINHO,468.29,372.99,273,0,273,352.03,19.88,,04/04/2004
19069,MACHADINHO,468.58,585.04,362,0,362,459.37,21.71,,05/04/2004
19069,MACHADINHO,468.9,523.13,277,0,277,552.64,23.72,,06/04/2004
19069,MACHADINHO,469.2,513.74,283,0,283,529.28,25.61,,07/04/2004
19069,MACHADINHO,469.42,441.21,272,0,272,455.44,27,,08/04/2004
19069,MACHADINHO,469.56,379.67,272,0,272,396.95,27.88,,09/04/2004
19069,MACHADINHO,469.62,317.15,271,0,271,370.08,28.26,,10/04/2004
19069,MACHADINHO,469.71,340.22,271,0,271,371.09,28.82,,11/04/2004
19069,MACHADINHO,469.8,343.22,274,0,274,356.07,29.39,,12/04/2004
19069,MACHADINHO,469.78,257.62,273,0,273,297.73,29.26,,13/04/2004
19069,MACHADINHO,469.71,222.16,276,0,276,243.8,28.82,,14/04/2004
19069,MACHADINHO,469.64,216.17,270,0,270,220.84,28.38,,15/04/2004
19069,MACHADINHO,469.55,200.78,270,0,270,207.13,27.81,,16/04/2004
19069,MACHADINHO,469.44,184.39,269,0,269,207.36,27.12,,17/04/2004
19069,MACHADINHO,469.33,184.39,269,0,269,239.98,26.43,,18/04/2004
19069,MACHADINHO,469.74,615.35,300,0,300,458.33,29.01,,19/04/2004
19069,MACHADINHO,470.82,1171.77,320,0,320,756.04,35.98,,20/04/2004
19069,MACHADINHO,471.35,740.28,319,0,319,786.68,39.43,,21/04/2004
19069,MACHADINHO,471.56,482.92,316,0,316,608.39,40.79,,22/04/2004
19069,MACHADINHO,471.79,499.82,317,0,317,489.11,42.29,,23/04/2004
19069,MACHADINHO,472.07,559.41,335,0,335,530.29,44.13,,24/04/2004
19069,MACHADINHO,472.34,550.71,329,0,329,586.96,45.94,,25/04/2004
19069,MACHADINHO,472.47,434.76,328,0,328,510.72,46.82,,26/04/2004
19069,MACHADINHO,472.5,363.63,339,0,339,411.23,47.02,,27/04/2004
19069,MACHADINHO,472.46,307.15,340,0,340,346.32,46.75,,28/04/2004
19069,MACHADINHO,472.38,274.31,340,0,340,305.01,46.21,,29/04/2004
19069,MACHADINHO,472.28,255.88,338,0,338,277.76,45.54,,30/04/2004
19069,MACHADINHO,472.18,259.88,342,0,342,243.03,44.87,,01/05/2004
19069,MACHADINHO,472.11,274.52,332,0,332,258.81,44.4,,02/05/2004
19069,MACHADINHO,472.05,300.73,350,0,350,292.68,43.99,,03/05/2004
19069,MACHADINHO,472.08,384.63,360,0,360,353.36,44.19,,04/05/2004
19069,MACHADINHO,472.28,509.24,345,0,345,453.33,45.54,,05/05/2004
19069,MACHADINHO,472.77,718.38,316,0,316,675.65,48.83,,06/05/2004
19069,MACHADINHO,473.65,1037.64,315,0,315,981.31,54.74,,07/05/2004
19069,MACHADINHO,474.85,1339.79,332,0,332,1232.8,62.99,,08/05/2004
19069,MACHADINHO,476.12,1404.47,325,0,325,1241.59,71.83,,09/05/2004
19069,MACHADINHO,476.61,1021.16,593,0,593,1100.54,75.33,,10/05/2004
19069,MACHADINHO,476.65,834.94,800,0,800,893.45,75.62,,11/05/2004
19069,MACHADINHO,476.78,719.6,606,0,606,759.19,76.54,,12/05/2004
19069,MACHADINHO,476.56,727.77,920,0,920,699.53,74.97,,13/05/2004
19069,MACHADINHO,476.44,706.14,811,0,811,699.49,74.11,,14/05/2004
19069,MACHADINHO,476.41,748.78,775,0,775,773.86,73.9,,15/05/2004
19069,MACHADINHO,476.62,649.51,466,0,466,772.02,75.4,,16/05/2004
19069,MACHADINHO,476.44,526.71,684,0,684,619.86,74.11,,17/05/2004
19069,MACHADINHO,476.17,465.07,701,0,701,512.14,72.18,,18/05/2004
19069,MACHADINHO,475.91,416.19,641,0,641,446.94,70.34,,19/05/2004
19069,MACHADINHO,475.58,383.32,663,0,663,402.76,68.05,,20/05/2004
19069,MACHADINHO,475.21,359.44,673,0,673,366.57,65.49,,21/05/2004
19069,MACHADINHO,474.94,334.18,563,0,563,335.66,63.62,,22/05/2004
19069,MACHADINHO,474.93,305.52,314,0,314,316.98,63.55,,23/05/2004
19069,MACHADINHO,474.48,343.63,725,0,725,319.34,60.43,,24/05/2004
19069,MACHADINHO,474.17,353.28,616,0,616,345.2,58.28,,25/05/2004
19069,MACHADINHO,474.19,450.94,434,0,434,424.59,58.41,,26/05/2004
19069,MACHADINHO,474.34,590.13,463,0,463,552,59.45,,27/05/2004
19069,MACHADINHO,474.44,540.75,456,0,456,601.49,60.15,,28/05/2004
19069,MACHADINHO,474.5,470.86,420,0,420,539.3,60.56,,29/05/2004
19069,MACHADINHO,474.56,428.84,378,0,378,476.55,60.98,,30/05/2004
19069,MACHADINHO,474.59,401.43,376,0,376,424.63,61.19,,31/05/2004
19069,MACHADINHO,474.5,339.73,416,0,416,384.22,60.56,,01/06/2004
19069,MACHADINHO,474.4,335.24,420,0,420,354.19,59.87,,02/06/2004
19069,MACHADINHO,474.3,320.25,405,0,405,331.9,59.18,,03/06/2004
19069,MACHADINHO,474.11,286.98,448,0,448,309.4,57.86,,04/06/2004
19069,MACHADINHO,474,276.77,370,0,370,294.55,57.1,,05/06/2004
19069,MACHADINHO,473.94,282.73,332,0,332,293.19,56.69,,06/06/2004
19069,MACHADINHO,473.81,301.24,408,0,408,296.25,55.82,,07/06/2004
19069,MACHADINHO,473.65,283.61,415,0,415,292.81,54.74,,08/06/2004
19069,MACHADINHO,473.49,311.61,443,0,443,283.36,53.67,,09/06/2004
19069,MACHADINHO,473.36,270.24,377,0,377,294.11,52.8,,10/06/2004
19069,MACHADINHO,473.44,450.69,385,0,385,356.19,53.33,,11/06/2004
19069,MACHADINHO,473.63,516.03,360,0,360,477.26,54.61,,12/06/2004
19069,MACHADINHO,474.1,715.59,327,0,327,646.57,57.79,,13/06/2004
19069,MACHADINHO,474.36,575.35,355,0,355,618.95,59.59,,14/06/2004
19069,MACHADINHO,474.44,512.8,445,0,445,544.29,60.15,,15/06/2004
19069,MACHADINHO,474.58,436.65,318,0,318,475.33,61.12,,16/06/2004
19069,MACHADINHO,474.66,385.8,318,0,318,422.15,61.67,,17/06/2004
19069,MACHADINHO,474.55,360.78,454,0,454,379.68,60.91,,18/06/2004
19069,MACHADINHO,474.43,311.3,413,0,413,338.45,60.08,,19/06/2004
19069,MACHADINHO,474.34,300.73,377,0,377,312.68,59.45,,20/06/2004
19069,MACHADINHO,474.13,293.03,471,0,471,305.27,58,,21/06/2004
19069,MACHADINHO,473.79,326.37,609,0,609,295.98,55.69,,22/06/2004
19069,MACHADINHO,473.44,253.58,541,0,541,273.02,53.33,,23/06/2004
19069,MACHADINHO,473.04,262.53,591,0,591,260.27,50.65,,24/06/2004
19069,MACHADINHO,472.78,258.49,472,0,472,255.52,48.9,,25/06/2004
19069,MACHADINHO,472.57,234.56,407,0,407,255.23,47.49,,26/06/2004
19069,MACHADINHO,472.48,272.09,346,0,346,265.92,46.88,,27/06/2004
19069,MACHADINHO,472.25,308.13,497,0,497,273.5,45.34,,28/06/2004
19069,MACHADINHO,472.02,287.12,476,0,476,269.27,43.79,,29/06/2004
19069,MACHADINHO,471.8,252.61,428,0,428,257.32,42.36,,30/06/2004
19069,MACHADINHO,471.55,249.27,448,0,448,290.13,40.73,,01/07/2004
19069,MACHADINHO,471.47,317.41,381,0,381,331.26,40.21,,02/07/2004
19069,MACHADINHO,471.64,461.13,326,0,326,508.66,41.31,,03/07/2004
19069,MACHADINHO,472.77,1252.47,334,0,334,905.82,48.83,,04/07/2004
19069,MACHADINHO,473.9,1241.94,314,0,314,1393.44,56.42,,05/07/2004
19069,MACHADINHO,475.05,1335.98,364,0,364,1338.35,64.38,,06/07/2004
19069,MACHADINHO,475.75,1038.24,445,0,445,1264.57,69.23,,07/07/2004
19069,MACHADINHO,477.03,1699.89,588,0,588,1404.72,76.68,,08/07/2004
19069,MACHADINHO,478.01,1976.59,1120,0,1120,1616.54,83.68,,09/07/2004
19069,MACHADINHO,478.56,1544.06,1049,0,1049,1565.19,89.39,,10/07/2004
19069,MACHADINHO,478.66,1222.01,1132,0,1132,1321.02,90.13,,11/07/2004
19069,MACHADINHO,478.5,996.98,1141,0,1141,1062.78,88.95,,12/07/2004
19069,MACHADINHO,478.42,853.99,926,0,926,886.17,88.36,,13/07/2004
19069,MACHADINHO,478.08,767.97,1074,0,1074,957.73,85.86,,14/07/2004
19069,MACHADINHO,479.28,2202.12,1122,138,984,1698.14,94.7,,15/07/2004
19069,MACHADINHO,479.78,3529.06,3079,1772,1307,2566.74,98.38,,16/07/2004
19069,MACHADINHO,479.91,2202.01,2085,789,1296,2764.93,99.34,,17/07/2004
19069,MACHADINHO,479.91,1774,1774,604,1170,2206.73,99.34,,18/07/2004
19069,MACHADINHO,479.87,1435.99,1472,256,1216,1723.63,99.04,,19/07/2004
19069,MACHADINHO,479.97,1225.01,1135,0,1135,1325.18,99.78,,20/07/2004
19069,MACHADINHO,479.87,1083.99,1174,0,1174,1149.68,99.04,,21/07/2004
19069,MACHADINHO,479.91,1019.01,983,0,983,1036.36,99.34,,22/07/2004
19069,MACHADINHO,479.87,884.99,921,0,921,925.43,99.04,,23/07/2004
19069,MACHADINHO,479.88,772,763,0,763,817.08,99.12,,24/07/2004
19069,MACHADINHO,479.83,698.99,744,0,744,720.7,98.75,,25/07/2004
19069,MACHADINHO,479.87,620.01,584,0,584,641.43,99.04,,26/07/2004
19069,MACHADINHO,479.71,561.98,706,0,706,583.08,97.86,,27/07/2004
19069,MACHADINHO,479.55,510.98,655,0,655,526.44,96.69,,28/07/2004
19069,MACHADINHO,479.41,452.98,579,0,579,490.54,95.65,,29/07/2004
19069,MACHADINHO,479,485.96,855,0,855,479.05,92.63,,30/07/2004
19069,MACHADINHO,479.04,485.01,449,0,449,486.48,92.93,,31/07/2004
19069,MACHADINHO,479.12,516,444,0,444,503.57,93.52,,01/08/2004
19069,MACHADINHO,479.09,581,608,0,608,519.06,93,,02/08/2004
19069,MACHADINHO,478.92,442.98,596,0,596,472.06,92.04,,03/08/2004
19069,MACHADINHO,478.52,432.97,793,0,793,430.53,89.1,,04/08/2004
19069,MACHADINHO,478.26,395.97,630,0,630,402.14,87.18,,05/08/2004
19069,MACHADINHO,477.83,377.43,760,0,760,378.08,84.05,,06/08/2004
19069,MACHADINHO,477.76,354.83,416,0,416,359.32,83.55,,07/08/2004
19069,MACHADINHO,477.77,350.74,342,0,342,353.34,83.62,,08/08/2004
19069,MACHADINHO,477.57,369.24,544,0,544,355.25,82.19,,09/08/2004
19069,MACHADINHO,477.43,345.66,468,0,468,351.97,81.19,,10/08/2004
19069,MACHADINHO,477.38,324.31,368,0,368,336.51,80.83,,11/08/2004
19069,MACHADINHO,477.36,310.53,328,0,328,319.18,80.69,,12/08/2004
19069,MACHADINHO,477.33,311.78,338,0,338,310.35,80.48,,13/08/2004
19069,MACHADINHO,477.26,275.83,337,0,337,291.34,79.98,,14/08/2004
19069,MACHADINHO,477.18,259.09,329,0,329,272.64,79.4,,15/08/2004
19069,MACHADINHO,477.08,253.63,341,0,341,261.52,78.69,,16/08/2004
19069,MACHADINHO,476.99,247.35,326,0,326,255.24,78.05,,17/08/2004
19069,MACHADINHO,476.89,241.62,329,0,329,247.76,77.33,,18/08/2004
19069,MACHADINHO,476.76,233.41,347,0,347,241.21,76.4,,19/08/2004
19069,MACHADINHO,476.62,215.67,338,0,338,233.91,75.4,,20/08/2004
19069,MACHADINHO,476.51,218.88,315,0,315,228.12,74.61,,21/08/2004
19069,MACHADINHO,476.42,222.35,301,0,301,229.72,73.97,,22/08/2004
19069,MACHADINHO,476.29,244.41,358,0,358,242.8,73.04,,23/08/2004
19069,MACHADINHO,476.19,273.62,361,0,361,262.88,72.33,,24/08/2004
19069,MACHADINHO,476.07,259.15,364,0,364,271.98,71.47,,25/08/2004
19069,MACHADINHO,475.92,274.03,403,0,403,265.01,70.41,,26/08/2004
19069,MACHADINHO,475.76,231.4,367,0,367,256.52,69.3,,27/08/2004
19069,MACHADINHO,475.77,321.48,313,0,313,284.6,69.37,,28/08/2004
19069,MACHADINHO,475.85,387.8,320,0,320,357.9,69.93,,29/08/2004
19069,MACHADINHO,475.88,417.42,392,0,392,430.05,70.13,,30/08/2004
19069,MACHADINHO,475.91,361.43,336,0,336,402.85,70.33,,31/08/2004
19069,MACHADINHO,475.9,318.53,327,0,327,325.02,70.27,,01/09/2004
19069,MACHADINHO,475.77,267.83,378,0,378,283.06,69.37,,02/09/2004
19069,MACHADINHO,475.67,256.24,341,0,341,255.04,68.68,,03/09/2004
19069,MACHADINHO,475.57,220.25,305,0,305,231.23,67.99,,04/09/2004
19069,MACHADINHO,475.46,214.78,308,0,308,215.17,67.23,,05/09/2004
19069,MACHADINHO,475.33,199.83,310,0,310,204.31,66.32,,06/09/2004
19069,MACHADINHO,475.19,184.34,303,0,303,193.37,65.35,,07/09/2004
19069,MACHADINHO,475.02,179.93,324,0,324,184.64,64.17,,08/09/2004
19069,MACHADINHO,474.84,178.45,331,0,331,184.24,62.92,,09/09/2004
19069,MACHADINHO,474.66,202.45,355,0,355,183.74,61.67,,10/09/2004
19069,MACHADINHO,474.51,175.88,303,0,303,184.74,60.63,,11/09/2004
19069,MACHADINHO,474.44,243.67,303,0,303,228.25,60.15,,12/09/2004
19069,MACHADINHO,474.62,468.55,316,0,316,482.53,61.4,,13/09/2004
19069,MACHADINHO,476.11,1573.66,308,0,308,1240.5,71.75,,14/09/2004
19069,MACHADINHO,478.75,3104.55,778,138,640,2252.71,90.79,,15/09/2004
19069,MACHADINHO,479.59,1859.09,1103,236,867,2518.02,96.98,,16/09/2004
19069,MACHADINHO,480.02,1231.58,844,0,844,1787.66,100.15,,17/09/2004
19069,MACHADINHO,479.99,1008.45,1036,194,842,1219.15,99.93,,18/09/2004
19069,MACHADINHO,479.92,872.99,936,98,838,988.45,99.41,,19/09/2004
19069,MACHADINHO,479.8,754.99,863,0,863,846.76,98.53,,20/09/2004
19069,MACHADINHO,479.62,690.99,853,0,853,755.73,97.2,,21/09/2004
19069,MACHADINHO,479.73,702,603,0,603,742.51,98.01,,22/09/2004
19069,MACHADINHO,479.86,858.01,741,0,741,1029.86,98.97,,23/09/2004
19069,MACHADINHO,479.89,2783,2756,1559,1197,1894.63,99.19,,24/09/2004
19069,MACHADINHO,479.87,2764,2782,1472,1310,2790.72,99.04,,25/09/2004
19069,MACHADINHO,479.7,1448.98,1602,313,1289,2424.57,97.79,,26/09/2004
19069,MACHADINHO,479.84,1384.02,1258,220,1038,1925.83,98.82,,27/09/2004
19069,MACHADINHO,479.91,4308.01,4245,3138,1107,2958.17,99.34,,28/09/2004
19069,MACHADINHO,479.85,4692,4746,3408,1338,3901.86,98.9,,29/09/2004
19069,MACHADINHO,479.94,2761.01,2680,1386,1294,3532.5,99.56,,30/09/2004
19069,MACHADINHO,480.04,1975.1,1884,613,1271,2316.49,100.3,,01/10/2004
19069,MACHADINHO,480.03,1643.73,1653,362,1291,1731.39,100.23,,02/10/2004
19069,MACHADINHO,479.96,1374.17,1438,394,1044,1405.6,99.71,,03/10/2004
19069,MACHADINHO,479.88,1158,1230,113,1117,1178.9,99.12,,04/10/2004
19069,MACHADINHO,479.76,994.98,1103,0,1103,1011.46,98.23,,05/10/2004
19069,MACHADINHO,479.56,894.99,1075,0,1075,896.69,96.76,,06/10/2004
19069,MACHADINHO,479.3,803.97,1038,0,1038,814.54,94.84,,07/10/2004
19069,MACHADINHO,479.05,759.97,985,0,985,755.39,93,,08/10/2004
19069,MACHADINHO,479.1,720.01,675,0,675,739.25,93.86,,09/10/2004
19069,MACHADINHO,479.16,924,870,0,870,804.25,93.81,,10/10/2004
19069,MACHADINHO,479.1,1068,1122,0,1122,903.71,93.37,,11/10/2004
19069,MACHADINHO,479.37,1027.03,784,0,784,951.86,95.36,,12/10/2004
